Crime Type,Area,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Kidnapping,Hauz Khas,2024-04-21,23:56:40,Medium,Almost wall push above room much garden soon summer network.,54,Hauz Khas PS,Clear,Night,CCTV
Assault,Mayur Vihar,2024-05-01,21:38:45,High,Find professor design eye trade student wife different off hard.,55,Mayur Vihar PS,Foggy,Night,Police
Theft,Sarojini Nagar,2025-01-05,20:54:13,High,Car skin travel not industry job fast whose respond left.,48,Sarojini Nagar PS,Foggy,Evening,Citizen
Assault,Greater Kailash,2023-07-06,00:55:10,Medium,Help home coach mind despite.,23,Greater Kailash PS,Foggy,Morning,CCTV
Harassment,Laxmi Nagar,2023-12-18,21:36:51,Low,Board drug own way all reason.,27,Laxmi Nagar PS,Cloudy,Afternoon,Citizen
Burglary,Greater Kailash,2023-10-07,07:32:21,Low,Less face statement suffer campaign probably another.,28,Greater Kailash PS,Foggy,Night,Police
Stalking,Khan Market,2024-04-12,10:04:58,Low,Find budget popular Democrat whole at campaign certain reality.,13,Khan Market PS,Cloudy,Evening,Police
Stalking,Pitampura,2023-10-09,12:14:37,High,Big bad hair kitchen sing picture.,65,Pitampura PS,Rainy,Night,Police
Assault,Sarojini Nagar,2023-06-08,03:22:16,High,Why career air cup year perhaps difference policy.,11,Sarojini Nagar PS,Clear,Afternoon,CCTV
Kidnapping,Okhla,2024-03-06,04:57:01,Medium,Car sing moment rock wait him sort.,16,Okhla PS,Rainy,Evening,Police
Stalking,Mayur Vihar,2023-12-06,07:38:04,Low,Board message trial high continue data interview thousand investment wrong.,28,Mayur Vihar PS,Foggy,Night,Police
Theft,Pitampura,2024-10-07,17:18:19,High,Community natural country difficult bank nation media Congress.,33,Pitampura PS,Clear,Night,CCTV
Assault,Sarojini Nagar,2023-07-26,00:48:17,Medium,Glass federal do yourself low coach quality focus.,35,Sarojini Nagar PS,Foggy,Afternoon,CCTV
Theft,Greater Kailash,2023-04-30,03:09:07,Medium,Participant coach brother edge sit entire reduce authority pass eat.,57,Greater Kailash PS,Clear,Afternoon,CCTV
Burglary,Hauz Khas,2023-07-26,08:25:45,Medium,Save month game involve which board.,58,Hauz Khas PS,Foggy,Morning,Citizen
Assault,Lajpat Nagar,2024-07-30,08:01:37,Low,Check politics among race image nearly enter exist energy.,54,Lajpat Nagar PS,Cloudy,Afternoon,CCTV
Harassment,Connaught Place,2023-07-21,12:49:26,Low,Door meeting international defense nearly within bit full base office.,32,Connaught Place PS,Rainy,Evening,Citizen
Theft,Janakpuri,2024-02-12,19:10:01,Low,Skin success or service charge watch development house everyone.,15,Janakpuri PS,Foggy,Night,Police
Assault,Saket,2024-08-25,04:56:55,High,Remain trade player stage home partner picture music remain shake.,15,Saket PS,Clear,Afternoon,CCTV
Assault,Laxmi Nagar,2024-12-27,19:57:12,Low,Little Democrat cell surface particularly word return minute travel eight.,49,Laxmi Nagar PS,Foggy,Night,CCTV
Theft,Pitampura,2023-09-01,07:55:25,High,Mind head our fact receive hair start once.,62,Pitampura PS,Foggy,Evening,CCTV
Theft,Connaught Place,2024-10-14,23:23:05,Low,Once begin teacher experience television more available its economic federal.,53,Connaught Place PS,Clear,Night,Citizen
Harassment,Greater Kailash,2023-05-04,07:33:23,High,Specific past building south thank candidate.,57,Greater Kailash PS,Clear,Morning,Citizen
Theft,Ashok Vihar,2024-02-11,22:19:28,High,Traditional respond beautiful few become.,22,Ashok Vihar PS,Cloudy,Afternoon,CCTV
Burglary,Dwarka,2023-12-08,17:50:17,High,Certain PM young event manager carry.,11,Dwarka PS,Cloudy,Morning,Citizen
Theft,Paharganj,2025-01-26,18:34:41,Low,Defense clearly realize main get light stuff food Mrs fly.,53,Paharganj PS,Foggy,Night,Citizen
Burglary,Lajpat Nagar,2023-08-11,15:01:49,Low,Look production actually able structure reflect cell center.,35,Lajpat Nagar PS,Cloudy,Evening,Citizen
Assault,Janakpuri,2024-05-21,15:54:54,Medium,Sister see know discuss professional hot by allow trial result.,29,Janakpuri PS,Foggy,Afternoon,Citizen
Theft,Khan Market,2023-05-14,13:56:14,Medium,Environment position mother drop quickly situation note.,64,Khan Market PS,Foggy,Morning,Police
Kidnapping,Chandni Chowk,2023-03-27,06:12:06,Low,Personal rather out only special evidence piece act push.,35,Chandni Chowk PS,Clear,Night,Police
Theft,Okhla,2023-09-06,08:54:50,High,Leader important perform soon energy democratic scene main sound tough.,49,Okhla PS,Cloudy,Night,Police
Kidnapping,Greater Kailash,2024-11-10,07:50:46,Low,Lawyer available not onto tell pressure speak this quickly former.,33,Greater Kailash PS,Clear,Afternoon,CCTV
Burglary,Lajpat Nagar,2024-07-06,18:22:02,High,Activity meeting they marriage know computer fight account cut year.,44,Lajpat Nagar PS,Rainy,Evening,Police
Theft,Hauz Khas,2024-08-20,02:44:16,Low,Brother reveal true from agent.,43,Hauz Khas PS,Clear,Afternoon,CCTV
Burglary,Karol Bagh,2025-01-10,22:21:18,Low,Soldier position reveal share home present lot bad.,64,Karol Bagh PS,Rainy,Night,CCTV
Kidnapping,Saket,2024-12-19,19:45:56,High,Thus certain deal bed eat attack how able cut.,51,Saket PS,Clear,Afternoon,Police
Stalking,Vasant Kunj,2023-04-19,16:47:48,High,Us begin theory difficult picture raise off month.,64,Vasant Kunj PS,Foggy,Evening,CCTV
Kidnapping,Hauz Khas,2024-03-25,15:52:28,High,Federal great beat would building authority next treatment woman.,35,Hauz Khas PS,Clear,Night,Citizen
Assault,Janakpuri,2024-10-10,00:05:33,Low,Happy should fund interesting catch commercial.,34,Janakpuri PS,Rainy,Morning,Citizen
Kidnapping,Pitampura,2024-03-21,09:16:48,High,Exist thought something tough relationship Democrat.,30,Pitampura PS,Foggy,Night,Police
Kidnapping,Dwarka,2023-10-26,03:55:45,High,Newspaper kitchen until sea hard knowledge.,69,Dwarka PS,Foggy,Night,CCTV
Kidnapping,Pitampura,2023-04-09,13:38:05,High,New oil guy enter bag group expect same strategy.,19,Pitampura PS,Foggy,Afternoon,Police
Stalking,Hauz Khas,2024-05-20,16:22:24,Low,Detail amount rich window far nor story matter.,59,Hauz Khas PS,Clear,Evening,Police
Kidnapping,Hauz Khas,2024-09-14,03:49:53,High,Probably particularly day Congress shoulder owner.,28,Hauz Khas PS,Rainy,Evening,CCTV
Theft,Hauz Khas,2023-02-06,05:07:17,Low,Next consider reality ahead as.,31,Hauz Khas PS,Foggy,Morning,CCTV
Theft,Chandni Chowk,2023-07-13,19:18:44,Low,Benefit provide special major just.,58,Chandni Chowk PS,Rainy,Afternoon,Police
Kidnapping,Rajouri Garden,2024-01-01,12:18:32,High,Trouble stuff thousand realize present pull.,35,Rajouri Garden PS,Rainy,Afternoon,CCTV
Assault,Janakpuri,2023-04-02,00:24:22,Low,Receive edge bar hit factor center person measure lay film.,25,Janakpuri PS,Clear,Evening,Police
Burglary,Saket,2023-03-23,02:26:10,High,Defense gas he head once wonder floor building cold.,45,Saket PS,Cloudy,Morning,Police
Stalking,Sarojini Nagar,2023-08-28,04:19:46,Low,Various soon model usually name six history.,53,Sarojini Nagar PS,Cloudy,Evening,CCTV
Theft,Karol Bagh,2023-09-11,04:10:09,Low,Seek require recognize suffer week fly between agreement would theory.,65,Karol Bagh PS,Clear,Night,CCTV
Kidnapping,Pitampura,2023-05-01,09:19:22,Low,Under smile turn visit degree teacher its know.,68,Pitampura PS,Rainy,Evening,Citizen
Burglary,Chandni Chowk,2024-05-15,21:08:26,Medium,Indicate exist bring brother forget very cold south.,42,Chandni Chowk PS,Clear,Afternoon,CCTV
Kidnapping,Paharganj,2024-12-07,08:00:20,Medium,Treatment billion season simple school tough power.,54,Paharganj PS,Clear,Morning,CCTV
Stalking,Laxmi Nagar,2023-12-06,11:13:37,Low,Nation region throw experience instead machine activity baby consider.,56,Laxmi Nagar PS,Cloudy,Night,Citizen
Assault,Ashok Vihar,2023-10-05,01:58:02,High,See without anything article attack information month.,65,Ashok Vihar PS,Cloudy,Night,Citizen
Theft,Ashok Vihar,2023-11-27,14:34:48,Medium,Forward different ten its leg design benefit unit child may major.,19,Ashok Vihar PS,Cloudy,Evening,CCTV
Theft,Vasant Kunj,2023-04-07,22:31:12,Medium,Let any prepare address street guess.,31,Vasant Kunj PS,Clear,Morning,Police
Stalking,Hauz Khas,2024-01-28,14:35:20,High,Campaign color across lot take little east outside.,10,Hauz Khas PS,Cloudy,Morning,Citizen
Kidnapping,Ashok Vihar,2024-08-05,22:39:02,Low,Door action someone become along top.,31,Ashok Vihar PS,Clear,Morning,CCTV
Assault,Laxmi Nagar,2024-02-29,19:59:06,High,Set nation particular create happen sell thus data machine.,62,Laxmi Nagar PS,Rainy,Morning,Police
Stalking,Okhla,2024-11-26,04:26:57,Low,Save gas recognize five rise expert expert note agent social.,58,Okhla PS,Clear,Morning,CCTV
Theft,Hauz Khas,2025-01-09,07:07:34,Medium,Create particularly concern young inside.,21,Hauz Khas PS,Rainy,Night,Citizen
Burglary,Janakpuri,2023-08-10,17:00:39,High,That appear few off business source others young.,24,Janakpuri PS,Cloudy,Night,Citizen
Theft,Pitampura,2024-06-16,01:08:42,Medium,Health chair discussion writer couple hotel.,28,Pitampura PS,Rainy,Night,CCTV
Kidnapping,Mayur Vihar,2023-06-10,03:53:37,Medium,Across answer argue east hard fund say real.,36,Mayur Vihar PS,Foggy,Afternoon,Citizen
Theft,Hauz Khas,2024-04-28,01:34:57,High,Affect kid father economic maybe strategy.,54,Hauz Khas PS,Clear,Morning,Police
Kidnapping,Connaught Place,2023-02-17,07:34:57,Low,Whole thing forget explain five benefit various.,41,Connaught Place PS,Clear,Afternoon,Citizen
Kidnapping,Okhla,2023-12-09,05:02:20,Low,Worker meet management name image detail soon on individual.,18,Okhla PS,Rainy,Morning,Citizen
Harassment,Rajouri Garden,2023-09-16,03:01:49,Medium,Spring these join fund spend employee.,64,Rajouri Garden PS,Rainy,Night,Citizen
Stalking,Mayur Vihar,2024-05-27,09:38:23,Low,If walk perform might trouble agency spring fine do relationship.,65,Mayur Vihar PS,Rainy,Afternoon,Citizen
Theft,Okhla,2024-02-26,01:33:26,Medium,Attorney about fine anyone three page office likely provide.,66,Okhla PS,Rainy,Night,Police
Theft,Laxmi Nagar,2023-03-09,19:16:33,High,Likely would need picture policy field increase.,26,Laxmi Nagar PS,Cloudy,Evening,Citizen
Theft,Saket,2024-08-11,19:26:15,Low,Because usually situation same.,51,Saket PS,Foggy,Morning,CCTV
Harassment,Khan Market,2024-02-19,15:08:21,Low,Know man think public owner whole light just marriage center window.,40,Khan Market PS,Rainy,Morning,Citizen
Assault,Connaught Place,2024-01-10,23:55:00,High,Industry example different available task short wall position letter.,52,Connaught Place PS,Cloudy,Afternoon,Police
Theft,Saket,2024-08-31,08:17:13,Low,Oil dark national place discuss whose.,18,Saket PS,Rainy,Morning,CCTV
Harassment,Saket,2024-01-14,04:16:23,High,Success low about else study cold reason reach hospital everyone them.,40,Saket PS,Rainy,Afternoon,CCTV
Harassment,Okhla,2024-04-25,08:08:51,Low,Defense charge democratic test source executive.,40,Okhla PS,Rainy,Afternoon,Police
Harassment,Mayur Vihar,2024-10-22,03:22:00,Medium,Clearly pattern red president public can meeting kitchen two since.,32,Mayur Vihar PS,Foggy,Morning,Police
Stalking,Sarojini Nagar,2024-09-28,04:43:35,Low,Interview want relationship several much situation care.,38,Sarojini Nagar PS,Rainy,Afternoon,Police
Harassment,Rohini,2024-10-15,06:10:03,Low,Nearly laugh group need son ago bank vote population various.,63,Rohini PS,Foggy,Night,CCTV
Assault,Khan Market,2024-11-24,12:07:49,Low,Best upon ask news modern after audience.,16,Khan Market PS,Foggy,Afternoon,CCTV
Assault,Janakpuri,2025-01-03,04:24:28,Low,Difficult remember child reality message hair forward scene mention.,32,Janakpuri PS,Cloudy,Night,Citizen
Harassment,Rohini,2024-10-10,05:04:13,High,Whether above street top leg operation truth sound course.,26,Rohini PS,Clear,Night,Citizen
Assault,Saket,2024-09-06,04:15:13,Medium,Moment blue side capital his single wife.,28,Saket PS,Foggy,Evening,CCTV
Theft,Vasant Kunj,2024-12-26,22:33:15,Low,Together civil girl born early.,16,Vasant Kunj PS,Clear,Morning,Police
Theft,Lajpat Nagar,2023-06-27,18:00:12,Low,Response computer really foreign population look exist power become floor.,59,Lajpat Nagar PS,Rainy,Night,Citizen
Harassment,Sarojini Nagar,2024-05-03,03:45:11,Low,Campaign leader again north before in white born man whether these.,45,Sarojini Nagar PS,Foggy,Morning,Citizen
Assault,Karol Bagh,2023-11-14,19:41:48,Medium,That star hair color stuff among it.,44,Karol Bagh PS,Rainy,Morning,CCTV
Theft,Saket,2024-06-05,15:02:00,Low,Apply after national skin value word commercial necessary.,32,Saket PS,Cloudy,Evening,Police
Burglary,Ashok Vihar,2024-04-11,17:34:17,High,Art above also need cell every beyond.,43,Ashok Vihar PS,Clear,Afternoon,CCTV
Burglary,Vasant Kunj,2023-08-24,00:53:02,Medium,Day system despite start figure whose.,45,Vasant Kunj PS,Rainy,Morning,Police
Stalking,Okhla,2024-03-13,18:32:26,Low,Apply short of fine I.,56,Okhla PS,Clear,Afternoon,Police
Theft,Saket,2024-12-05,23:33:07,Low,Statement finally audience common him hour air Republican assume.,31,Saket PS,Rainy,Night,CCTV
Assault,Sarojini Nagar,2024-11-24,11:36:24,Low,Certain like whom and man seven machine community.,11,Sarojini Nagar PS,Cloudy,Morning,Police
Burglary,Connaught Place,2024-10-07,10:59:47,Medium,Third worker enough news sit major pretty significant.,12,Connaught Place PS,Cloudy,Afternoon,Citizen
Theft,Lajpat Nagar,2024-05-29,04:25:36,Low,Tell able quite mention morning religious away.,18,Lajpat Nagar PS,Rainy,Morning,Citizen
Theft,Rajouri Garden,2024-09-16,13:23:55,Medium,Current pull fight understand blue.,20,Rajouri Garden PS,Rainy,Morning,Citizen
Theft,Khan Market,2023-04-28,00:17:27,Low,Sure down often market one responsibility suddenly from campaign dream.,58,Khan Market PS,Foggy,Evening,Police
Assault,Chandni Chowk,2024-12-09,21:58:56,Low,Get player line close shake floor west.,25,Chandni Chowk PS,Foggy,Afternoon,Citizen
Burglary,Connaught Place,2023-10-04,02:44:18,Low,Buy strategy situation few week up win whose teacher.,69,Connaught Place PS,Cloudy,Evening,Police
Kidnapping,Vasant Kunj,2023-05-07,12:21:35,Low,Police thousand someone charge property foreign theory dark senior.,49,Vasant Kunj PS,Clear,Evening,Police
Burglary,Rohini,2024-08-07,05:06:27,High,Financial rock customer generation unit individual house view.,40,Rohini PS,Cloudy,Night,Police
Stalking,Khan Market,2024-12-20,00:23:04,Medium,Yes drive receive sea image.,14,Khan Market PS,Clear,Afternoon,Citizen
Stalking,Laxmi Nagar,2023-04-23,06:56:32,Medium,Note success fall across yet.,11,Laxmi Nagar PS,Cloudy,Afternoon,Citizen
Theft,Karol Bagh,2024-02-22,01:28:41,Medium,East million economy born consider player meet remember teach message.,49,Karol Bagh PS,Foggy,Evening,Citizen
Harassment,Khan Market,2023-10-25,14:52:28,Medium,Word single know hundred receive cold since responsibility painting same.,42,Khan Market PS,Foggy,Evening,Police
Harassment,Hauz Khas,2023-05-29,07:52:56,Low,Buy suffer firm partner federal various thousand street he least.,33,Hauz Khas PS,Foggy,Morning,CCTV
Burglary,Ashok Vihar,2023-08-29,04:14:36,High,Arm board under work month despite season go.,15,Ashok Vihar PS,Rainy,Afternoon,CCTV
Kidnapping,Dwarka,2024-09-03,15:44:41,Low,Live collection national nearly PM read why success.,64,Dwarka PS,Clear,Afternoon,CCTV
Burglary,Okhla,2024-04-16,06:31:12,High,Conference fear nation foreign out real.,63,Okhla PS,Cloudy,Evening,Citizen
Assault,Vasant Kunj,2024-08-23,15:52:21,High,Address structure defense trial prevent article similar story travel anything.,13,Vasant Kunj PS,Foggy,Morning,CCTV
Theft,Paharganj,2023-09-16,02:04:53,Medium,Conference indicate go skin word.,46,Paharganj PS,Foggy,Morning,Police
Stalking,Dwarka,2024-09-12,13:43:40,High,Follow send machine guy than night clear choose trouble others.,36,Dwarka PS,Cloudy,Afternoon,CCTV
Theft,Mayur Vihar,2023-09-17,08:13:40,Medium,Child keep crime sense reach stock factor.,21,Mayur Vihar PS,Cloudy,Evening,Citizen
Stalking,Rohini,2024-02-26,05:24:10,High,Develop inside concern first shoulder chance project.,66,Rohini PS,Foggy,Evening,Police
Kidnapping,Mayur Vihar,2024-04-05,23:48:47,Medium,Article more kid protect always military life entire fund fund.,10,Mayur Vihar PS,Rainy,Afternoon,Police
Theft,Dwarka,2023-03-21,14:05:06,Low,Suffer miss six wish language light talk exactly wear few.,49,Dwarka PS,Cloudy,Evening,Citizen
Theft,Connaught Place,2024-04-12,18:54:13,Medium,Consumer possible task pretty impact side western rest.,65,Connaught Place PS,Foggy,Afternoon,Citizen
Assault,Rajouri Garden,2024-01-27,02:27:59,High,Enough seat sense rock fast any high check.,56,Rajouri Garden PS,Rainy,Afternoon,Police
Stalking,Karol Bagh,2023-05-29,17:35:01,Medium,Process investment civil development fine look certainly trip.,33,Karol Bagh PS,Clear,Night,CCTV
Harassment,Lajpat Nagar,2024-07-25,04:15:12,Medium,Low eat election may blood.,58,Lajpat Nagar PS,Cloudy,Evening,Citizen
Kidnapping,Rajouri Garden,2024-09-25,15:09:06,Low,Glass hotel realize civil material.,57,Rajouri Garden PS,Clear,Night,Police
Assault,Rajouri Garden,2024-11-05,04:28:18,Medium,Simply serious class dinner enjoy either success dinner program.,32,Rajouri Garden PS,Clear,Night,Citizen
Harassment,Lajpat Nagar,2024-01-21,07:17:31,Medium,Into interest finish picture series.,60,Lajpat Nagar PS,Rainy,Afternoon,CCTV
Stalking,Rohini,2023-06-09,09:13:09,Low,Building everybody hit environmental their act anything indicate yourself.,45,Rohini PS,Clear,Night,Police
Burglary,Chandni Chowk,2024-08-31,22:47:23,High,Article again author possible deep artist.,38,Chandni Chowk PS,Foggy,Afternoon,CCTV
Harassment,Sarojini Nagar,2023-02-23,00:10:28,Low,House point successful learn so keep computer.,43,Sarojini Nagar PS,Cloudy,Afternoon,Police
Harassment,Paharganj,2023-09-10,23:07:01,High,Ok improve effect low process hundred day each you.,17,Paharganj PS,Foggy,Morning,Police
Harassment,Laxmi Nagar,2023-03-24,10:53:38,High,Like arrive again organization feel scientist human.,33,Laxmi Nagar PS,Cloudy,Morning,CCTV
Kidnapping,Vasant Kunj,2023-09-12,00:03:32,High,Nearly lose why central expect standard president true benefit.,29,Vasant Kunj PS,Cloudy,Afternoon,Citizen
Harassment,Mayur Vihar,2024-01-25,06:47:32,Medium,Consider behind ok team range hour.,34,Mayur Vihar PS,Foggy,Afternoon,Citizen
Kidnapping,Khan Market,2024-08-25,00:09:42,Medium,Question nor southern yeah practice difficult feel member decision.,68,Khan Market PS,Cloudy,Night,CCTV
