id,text,location,date,sentiment
837,Delhi police launches new helpline for women safety.,Connaught Place,2023-07-03,Positive
838,Lack of proper street lighting makes Chandni Chowk unsafe.,Rajouri Garden,2023-04-10,Negative
839,New mobile app helps women report harassment instantly.,Lajpat Nagar,2023-01-25,Positive
840,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-09-18,Negative
841,Delhi police launches new helpline for women safety.,Mayur Vihar,2023-11-09,Positive
842,New mobile app helps women report harassment instantly.,Saket,2023-05-31,Positive
843,NGOs held an awareness campaign in Connaught Place.,Kalkaji,2023-04-08,Neutral
844,Women feel unsafe walking alone at night in Rajouri Garden.,Rajouri Garden,2023-11-23,Negative
845,New mobile app helps women report harassment instantly.,Nehru Place,2023-06-09,Positive
846,Police response to complaints in Rohini remains slow.,Kalkaji,2023-07-03,Negative
847,More street lights installed in Dwarka to improve safety.,Vasant Kunj,2024-01-01,Positive
848,Increased patrolling has reduced crime rates in Karol Bagh.,Greater Kailash,2023-04-07,Positive
849,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-10-22,Negative
850,Lack of proper street lighting makes Chandni Chowk unsafe.,Saket,2023-11-09,Negative
851,Police response to complaints in Rohini remains slow.,Saket,2023-01-24,Negative
852,Women safety measures were discussed in the Delhi Assembly.,Hauz Khas,2023-09-09,Neutral
853,Another case of harassment reported near Saket metro station.,Mayur Vihar,2023-05-27,Negative
854,Women safety measures were discussed in the Delhi Assembly.,Karol Bagh,2023-02-28,Neutral
855,Women safety measures were discussed in the Delhi Assembly.,Rohini,2023-08-08,Neutral
856,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-08-16,Positive
857,Police response to complaints in Rohini remains slow.,Greater Kailash,2023-04-26,Negative
858,Lack of proper street lighting makes Chandni Chowk unsafe.,Karol Bagh,2023-07-27,Negative
859,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-06-11,Positive
860,Traffic congestion continues to be an issue across Delhi.,Kalkaji,2023-12-25,Neutral
861,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-08-05,Neutral
862,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-12-29,Neutral
863,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-10-30,Positive
864,Delhi police launches new helpline for women safety.,Connaught Place,2023-01-13,Positive
865,Public transport usage among women has remained stable this year.,Hauz Khas,2023-06-19,Neutral
866,Increased patrolling has reduced crime rates in Karol Bagh.,Mayur Vihar,2023-09-30,Positive
867,Another case of harassment reported near Saket metro station.,Dwarka,2023-03-10,Negative
868,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-12-31,Neutral
869,New mobile app helps women report harassment instantly.,Connaught Place,2023-05-21,Positive
870,New mobile app helps women report harassment instantly.,Mayur Vihar,2023-10-24,Positive
871,More street lights installed in Dwarka to improve safety.,Greater Kailash,2023-05-12,Positive
872,The metro is the preferred mode of transport for women in Delhi.,Mayur Vihar,2023-05-09,Neutral
873,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-04-11,Neutral
874,Traffic congestion continues to be an issue across Delhi.,Chandni Chowk,2023-10-11,Neutral
875,Women feel unsafe walking alone at night in Rajouri Garden.,Dwarka,2023-10-11,Negative
876,Women feel unsafe walking alone at night in Rajouri Garden.,Pitampura,2023-08-19,Negative
877,More street lights installed in Dwarka to improve safety.,Rohini,2023-07-03,Positive
878,Delhi police launches new helpline for women safety.,Pitampura,2023-04-08,Positive
879,New mobile app helps women report harassment instantly.,Saket,2023-12-26,Positive
880,Women feel unsafe walking alone at night in Rajouri Garden.,Nehru Place,2023-06-01,Negative
881,Delhi police launches new helpline for women safety.,Chandni Chowk,2023-08-23,Positive
882,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-12-11,Neutral
883,Self-defense workshops for women are gaining popularity in Hauz Khas.,Lajpat Nagar,2023-11-28,Positive
884,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-03-04,Negative
885,The metro is the preferred mode of transport for women in Delhi.,Dwarka,2023-02-25,Neutral
886,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-11-19,Negative
887,Lack of proper street lighting makes Chandni Chowk unsafe.,Dwarka,2023-05-11,Negative
888,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-04-02,Negative
889,New mobile app helps women report harassment instantly.,Pitampura,2023-06-16,Positive
890,Another case of harassment reported near Saket metro station.,Kalkaji,2023-01-07,Negative
891,Self-defense workshops for women are gaining popularity in Hauz Khas.,Nehru Place,2023-10-24,Positive
892,Police response to complaints in Rohini remains slow.,Hauz Khas,2023-12-07,Negative
893,Police response to complaints in Rohini remains slow.,Dwarka,2023-01-31,Negative
894,More street lights installed in Dwarka to improve safety.,Lajpat Nagar,2023-07-28,Positive
895,Public transport usage among women has remained stable this year.,Nehru Place,2023-07-06,Neutral
896,Police response to complaints in Rohini remains slow.,Greater Kailash,2023-07-17,Negative
897,New mobile app helps women report harassment instantly.,Rajouri Garden,2023-12-10,Positive
898,Public transport usage among women has remained stable this year.,Rohini,2023-05-01,Neutral
899,Recent survey shows rising fear among women in Delhi.,Greater Kailash,2023-04-13,Negative
900,Recent survey shows rising fear among women in Delhi.,Saket,2023-06-30,Negative
901,Public transport usage among women has remained stable this year.,Karol Bagh,2023-03-04,Neutral
902,Self-defense workshops for women are gaining popularity in Hauz Khas.,Karol Bagh,2023-05-29,Positive
903,Lack of proper street lighting makes Chandni Chowk unsafe.,Greater Kailash,2023-06-02,Negative
904,Lack of proper street lighting makes Chandni Chowk unsafe.,Nehru Place,2023-06-14,Negative
905,Increased patrolling has reduced crime rates in Karol Bagh.,Connaught Place,2023-06-05,Positive
906,NGOs held an awareness campaign in Connaught Place.,Rohini,2023-08-24,Neutral
907,New mobile app helps women report harassment instantly.,Mayur Vihar,2023-03-16,Positive
908,Women feel unsafe walking alone at night in Rajouri Garden.,Greater Kailash,2023-01-26,Negative
909,Police response to complaints in Rohini remains slow.,Mayur Vihar,2023-03-21,Negative
910,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-09-06,Positive
911,Self-defense workshops for women are gaining popularity in Hauz Khas.,Karol Bagh,2023-02-03,Positive
912,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-05-29,Positive
913,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-09-12,Neutral
914,New mobile app helps women report harassment instantly.,Hauz Khas,2023-07-24,Positive
915,Lack of proper street lighting makes Chandni Chowk unsafe.,Connaught Place,2023-09-27,Negative
916,More street lights installed in Dwarka to improve safety.,Mayur Vihar,2023-12-20,Positive
917,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-08-13,Neutral
918,Increased patrolling has reduced crime rates in Karol Bagh.,Pitampura,2023-11-29,Positive
919,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-01-09,Neutral
920,Another case of harassment reported near Saket metro station.,Lajpat Nagar,2023-12-18,Negative
921,Recent survey shows rising fear among women in Delhi.,Nehru Place,2023-05-15,Negative
922,Women safety measures were discussed in the Delhi Assembly.,Rohini,2023-09-17,Neutral
923,Police response to complaints in Rohini remains slow.,Lajpat Nagar,2023-12-21,Negative
924,Women feel unsafe walking alone at night in Rajouri Garden.,Saket,2023-09-08,Negative
925,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-02-27,Negative
926,Public transport usage among women has remained stable this year.,Kalkaji,2023-04-22,Neutral
927,Women safety measures were discussed in the Delhi Assembly.,Greater Kailash,2023-08-03,Neutral
928,Increased patrolling has reduced crime rates in Karol Bagh.,Kalkaji,2023-01-30,Positive
929,New mobile app helps women report harassment instantly.,Pitampura,2023-05-18,Positive
930,Women feel unsafe walking alone at night in Rajouri Garden.,Kalkaji,2023-03-23,Negative
931,Recent survey shows rising fear among women in Delhi.,Lajpat Nagar,2023-04-25,Negative
932,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-04-06,Negative
933,New mobile app helps women report harassment instantly.,Karol Bagh,2023-12-22,Positive
934,Women feel unsafe walking alone at night in Rajouri Garden.,Nehru Place,2023-02-05,Negative
935,Police response to complaints in Rohini remains slow.,Kalkaji,2023-04-12,Negative
936,Lack of proper street lighting makes Chandni Chowk unsafe.,Kalkaji,2023-02-08,Negative
937,Delhi police launches new helpline for women safety.,Nehru Place,2023-05-10,Positive
938,The metro is the preferred mode of transport for women in Delhi.,Nehru Place,2023-03-06,Neutral
939,Women feel unsafe walking alone at night in Rajouri Garden.,Pitampura,2023-01-08,Negative
940,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-11-25,Neutral
941,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-03-23,Neutral
942,New mobile app helps women report harassment instantly.,Connaught Place,2023-05-16,Positive
943,Another case of harassment reported near Saket metro station.,Hauz Khas,2023-12-10,Negative
944,Delhi police launches new helpline for women safety.,Nehru Place,2023-05-21,Positive
945,The metro is the preferred mode of transport for women in Delhi.,Rohini,2023-04-06,Neutral
946,Lack of proper street lighting makes Chandni Chowk unsafe.,Kalkaji,2023-02-19,Negative
947,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-11-27,Neutral
948,Increased patrolling has reduced crime rates in Karol Bagh.,Nehru Place,2023-08-22,Positive
949,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-01-08,Neutral
950,Women safety measures were discussed in the Delhi Assembly.,Saket,2023-12-26,Neutral
951,Public transport usage among women has remained stable this year.,Nehru Place,2023-03-25,Neutral
952,Police response to complaints in Rohini remains slow.,Rajouri Garden,2023-10-30,Negative
953,Increased patrolling has reduced crime rates in Karol Bagh.,Lajpat Nagar,2023-11-07,Positive
954,Delhi police launches new helpline for women safety.,Karol Bagh,2023-03-04,Positive
955,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-07-11,Positive
956,Police response to complaints in Rohini remains slow.,Vasant Kunj,2023-09-10,Negative
957,Police response to complaints in Rohini remains slow.,Lajpat Nagar,2023-02-12,Negative
958,NGOs held an awareness campaign in Connaught Place.,Mayur Vihar,2023-12-20,Neutral
959,NGOs held an awareness campaign in Connaught Place.,Saket,2023-02-13,Neutral
960,Lack of proper street lighting makes Chandni Chowk unsafe.,Rajouri Garden,2023-01-14,Negative
961,Women safety measures were discussed in the Delhi Assembly.,Rohini,2023-08-12,Neutral
962,Lack of proper street lighting makes Chandni Chowk unsafe.,Greater Kailash,2023-11-01,Negative
963,Another case of harassment reported near Saket metro station.,Rajouri Garden,2023-03-29,Negative
964,Another case of harassment reported near Saket metro station.,Lajpat Nagar,2023-09-05,Negative
965,Lack of proper street lighting makes Chandni Chowk unsafe.,Nehru Place,2023-06-19,Negative
966,Another case of harassment reported near Saket metro station.,Chandni Chowk,2023-07-04,Negative
967,The metro is the preferred mode of transport for women in Delhi.,Pitampura,2023-06-13,Neutral
968,Police response to complaints in Rohini remains slow.,Kalkaji,2023-10-04,Negative
969,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-12-11,Neutral
970,More street lights installed in Dwarka to improve safety.,Karol Bagh,2023-08-17,Positive
971,Recent survey shows rising fear among women in Delhi.,Kalkaji,2023-09-17,Negative
972,Public transport usage among women has remained stable this year.,Mayur Vihar,2023-07-02,Neutral
973,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-11-03,Neutral
974,Women safety measures were discussed in the Delhi Assembly.,Hauz Khas,2023-04-26,Neutral
975,Police response to complaints in Rohini remains slow.,Greater Kailash,2023-08-10,Negative
976,Lack of proper street lighting makes Chandni Chowk unsafe.,Chandni Chowk,2023-05-08,Negative
977,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-03-16,Neutral
978,Self-defense workshops for women are gaining popularity in Hauz Khas.,Pitampura,2023-07-14,Positive
979,Lack of proper street lighting makes Chandni Chowk unsafe.,Greater Kailash,2023-02-01,Negative
980,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-02-01,Neutral
