Crime Type,Latitude,Longitude,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Burglary,28.570395,76.968016,2023-02-06,03:43,4,Chain snatching,59,Lajpat Nagar Police Station,Cloudy,Night,No
Theft,28.560416,76.906557,2021-01-22,21:55,2,Chain snatching,58,Lajpat Nagar Police Station,Fog,Night,Yes
Burglary,28.853845,77.076922,2020-04-10,14:07,4,Chain snatching,57,Dwarka Sector 10 Police Station,Rain,Afternoon,Yes
Theft,28.706461,76.989939,2021-03-05,20:29,2,Cyber fraud,48,Kashmere Gate Police Station,Clear,Night,Yes
Robbery,28.590817,76.865249,2021-10-19,06:19,4,Cyber fraud,33,Lajpat Nagar Police Station,Rain,Morning,No
Fraud,28.684341,76.961172,2020-11-30,19:11,4,Stolen bike,49,Connaught Place Police Station,Rain,Evening,Yes
Burglary,28.769772,77.138065,2023-09-17,06:06,3,Shoplifting,47,Lajpat Nagar Police Station,Cloudy,Morning,No
Assault,28.452071,76.831031,2023-10-04,11:48,5,Stolen bike,49,Lajpat Nagar Police Station,Rain,Morning,No
Assault,28.621221,76.965211,2021-04-30,01:52,5,Stolen bike,51,Rohini North Police Station,Cloudy,Night,No
Assault,28.475155,76.902374,2023-01-28,14:25,4,Stolen bike,19,Dwarka Sector 10 Police Station,Cloudy,Afternoon,Yes
Burglary,28.405985,76.948112,2024-03-14,11:26,1,Cyber fraud,45,Rohini North Police Station,Cloudy,Morning,Yes
Vandalism,28.50695,76.856897,2020-11-08,01:01,2,Domestic violence,27,Kashmere Gate Police Station,Haze,Night,Yes
Theft,28.497281,77.182663,2021-11-29,07:43,2,Stolen bike,35,Kashmere Gate Police Station,Haze,Morning,No
Fraud,28.706269,76.957682,2021-08-31,11:36,1,Public intoxication,38,Dwarka Sector 10 Police Station,Haze,Morning,No
Robbery,28.461416,77.277856,2023-09-10,21:11,2,Domestic violence,33,Vasant Kunj Police Station,Fog,Night,Yes
Burglary,28.603593,77.054045,2023-07-18,05:54,2,Stolen bike,22,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Murder,28.815702,77.245956,2021-09-14,14:57,1,Car theft,37,Connaught Place Police Station,Rain,Afternoon,No
Fraud,28.532371,77.162676,2022-12-01,00:56,4,Stolen bike,24,Connaught Place Police Station,Rain,Night,No
Fraud,28.868012,77.054542,2021-11-15,16:22,1,Chain snatching,57,Lajpat Nagar Police Station,Cloudy,Afternoon,No
Burglary,28.530061,77.135412,2022-11-18,10:44,3,Car theft,19,Kashmere Gate Police Station,Clear,Morning,Yes
Burglary,28.889449,77.053214,2020-11-04,00:22,4,Shoplifting,43,Connaught Place Police Station,Fog,Night,No
Fraud,28.660125,76.864767,2024-10-08,19:56,3,Shoplifting,35,Rohini North Police Station,Clear,Evening,Yes
Murder,28.768098,77.030369,2024-10-03,05:40,2,Cyber fraud,30,Connaught Place Police Station,Haze,Morning,No
Fraud,28.679405,77.215777,2020-01-08,02:01,5,Street robbery,38,Rohini North Police Station,Haze,Night,Yes
Robbery,28.899852,76.929199,2021-09-29,13:55,1,Car theft,38,Connaught Place Police Station,Cloudy,Afternoon,Yes
Vandalism,28.644394,76.84732,2022-01-22,18:58,2,Shoplifting,43,Kashmere Gate Police Station,Haze,Evening,Yes
Harassment,28.721709,77.026947,2023-05-23,12:32,1,Stolen bike,19,Vasant Kunj Police Station,Haze,Afternoon,No
Burglary,28.833236,77.044929,2021-11-08,17:25,2,Public intoxication,23,Vasant Kunj Police Station,Cloudy,Evening,No
Murder,28.707694,77.299308,2020-07-05,22:54,2,Domestic violence,31,Connaught Place Police Station,Clear,Night,Yes
Robbery,28.6213,77.195695,2022-06-11,16:47,1,Chain snatching,34,Vasant Kunj Police Station,Rain,Afternoon,No
Robbery,28.600111,77.242388,2022-09-04,22:34,1,Shoplifting,35,Dwarka Sector 10 Police Station,Haze,Night,No
Harassment,28.706486,77.206772,2024-05-06,21:14,5,Public intoxication,24,Dwarka Sector 10 Police Station,Haze,Night,No
Vandalism,28.634665,76.879201,2021-10-01,00:06,5,Stolen bike,54,Rohini North Police Station,Rain,Night,Yes
Vandalism,28.828422,77.230621,2020-10-09,12:55,1,Domestic violence,51,Vasant Kunj Police Station,Clear,Afternoon,No
Assault,28.742378,76.906606,2023-12-05,04:31,1,Cyber fraud,22,Lajpat Nagar Police Station,Fog,Night,Yes
Assault,28.666784,76.944147,2024-12-05,19:17,5,Street robbery,57,Dwarka Sector 10 Police Station,Haze,Evening,Yes
Fraud,28.521218,77.252929,2024-01-20,14:28,5,Stolen bike,23,Rohini North Police Station,Haze,Afternoon,No
Burglary,28.72937,77.273496,2023-01-10,18:12,5,Shoplifting,25,Kashmere Gate Police Station,Rain,Evening,Yes
Vandalism,28.546755,77.111638,2020-02-13,04:13,1,Stolen bike,23,Lajpat Nagar Police Station,Haze,Night,Yes
Robbery,28.856072,76.934197,2023-09-13,14:33,3,Domestic violence,60,Lajpat Nagar Police Station,Clear,Afternoon,Yes
Murder,28.495239,77.18525,2020-01-15,09:59,1,Car theft,21,Rohini North Police Station,Cloudy,Morning,No
Assault,28.491041,77.281698,2023-11-16,15:54,1,Chain snatching,26,Kashmere Gate Police Station,Fog,Afternoon,No
Vandalism,28.723363,76.855074,2020-10-23,15:29,3,Stolen bike,35,Kashmere Gate Police Station,Fog,Afternoon,No
Theft,28.714477,76.904119,2020-10-10,22:25,4,Domestic violence,58,Rohini North Police Station,Clear,Night,Yes
Assault,28.813361,77.150013,2020-06-24,12:57,5,Domestic violence,48,Rohini North Police Station,Haze,Afternoon,Yes
Burglary,28.457444,76.819111,2023-01-16,19:06,1,Shoplifting,32,Dwarka Sector 10 Police Station,Fog,Evening,Yes
Harassment,28.436703,76.986541,2021-04-30,08:31,5,Street robbery,56,Lajpat Nagar Police Station,Clear,Morning,Yes
Assault,28.452617,77.255562,2023-11-16,04:12,1,Cyber fraud,25,Dwarka Sector 10 Police Station,Haze,Night,Yes
Burglary,28.634483,76.81142,2020-12-23,03:56,5,Stolen bike,36,Connaught Place Police Station,Clear,Night,No
Assault,28.657662,76.821009,2024-06-24,18:51,5,Stolen bike,25,Dwarka Sector 10 Police Station,Fog,Evening,No
Fraud,28.608421,77.108688,2022-03-31,22:50,2,Cyber fraud,49,Connaught Place Police Station,Clear,Night,Yes
Theft,28.455339,77.257502,2024-03-07,22:05,1,Stolen bike,57,Dwarka Sector 10 Police Station,Clear,Night,No
Burglary,28.554086,77.086967,2020-03-30,00:06,5,Chain snatching,50,Rohini North Police Station,Haze,Night,No
Robbery,28.41007,76.887399,2020-02-15,12:56,4,Public intoxication,21,Lajpat Nagar Police Station,Clear,Afternoon,Yes
Robbery,28.682382,77.162879,2024-03-03,17:33,3,Chain snatching,47,Kashmere Gate Police Station,Rain,Evening,Yes
Burglary,28.821479,76.899139,2024-01-08,10:10,4,Car theft,59,Vasant Kunj Police Station,Fog,Morning,No
Theft,28.779061,77.196957,2020-05-16,08:02,1,Cyber fraud,45,Lajpat Nagar Police Station,Clear,Morning,No
Murder,28.687262,76.827551,2024-01-02,02:07,5,Chain snatching,19,Dwarka Sector 10 Police Station,Fog,Night,Yes
Robbery,28.850261,76.95406,2020-05-21,20:19,5,Street robbery,19,Vasant Kunj Police Station,Rain,Night,Yes
Vandalism,28.697119,77.045045,2022-09-11,11:10,4,Street robbery,38,Connaught Place Police Station,Clear,Morning,Yes
Burglary,28.441614,77.029489,2020-11-28,03:49,1,Cyber fraud,39,Vasant Kunj Police Station,Cloudy,Night,No
Harassment,28.485649,77.083107,2023-07-12,22:57,3,Street robbery,24,Connaught Place Police Station,Haze,Night,Yes
Robbery,28.475664,77.14655,2024-07-04,05:09,4,Chain snatching,52,Kashmere Gate Police Station,Haze,Morning,Yes
Fraud,28.735951,77.29796,2024-02-05,12:49,4,Domestic violence,57,Rohini North Police Station,Cloudy,Afternoon,No
Harassment,28.8145,77.076606,2020-05-10,03:10,1,Street robbery,47,Kashmere Gate Police Station,Clear,Night,No
Murder,28.755915,76.969369,2024-12-16,15:03,1,Domestic violence,33,Vasant Kunj Police Station,Rain,Afternoon,No
Burglary,28.442582,77.124085,2022-01-14,07:41,1,Cyber fraud,23,Kashmere Gate Police Station,Fog,Morning,Yes
Fraud,28.75627,76.973327,2023-08-09,01:18,5,Domestic violence,21,Vasant Kunj Police Station,Cloudy,Night,Yes
Harassment,28.574122,77.024675,2020-08-02,01:07,4,Car theft,37,Vasant Kunj Police Station,Fog,Night,No
Theft,28.425842,76.880373,2023-12-04,13:45,5,Chain snatching,53,Kashmere Gate Police Station,Haze,Afternoon,Yes
Assault,28.734497,77.292567,2023-02-04,02:34,5,Stolen bike,31,Lajpat Nagar Police Station,Fog,Night,Yes
Vandalism,28.758832,76.854632,2023-03-02,17:28,4,Domestic violence,21,Kashmere Gate Police Station,Clear,Evening,Yes
Assault,28.818804,77.197798,2020-10-26,02:20,2,Domestic violence,52,Vasant Kunj Police Station,Fog,Night,No
Fraud,28.452767,77.212693,2020-12-02,17:23,2,Shoplifting,31,Kashmere Gate Police Station,Rain,Evening,Yes
Assault,28.617161,76.839513,2023-03-21,23:44,5,Chain snatching,40,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Theft,28.524734,77.000636,2020-10-10,06:35,1,Street robbery,33,Lajpat Nagar Police Station,Fog,Morning,No
Assault,28.481223,76.908449,2021-11-07,15:34,4,Stolen bike,29,Connaught Place Police Station,Cloudy,Afternoon,Yes
Vandalism,28.77261,77.100102,2022-02-24,23:50,3,Domestic violence,18,Kashmere Gate Police Station,Clear,Night,No
Murder,28.745266,77.210759,2023-02-08,15:22,5,Stolen bike,49,Kashmere Gate Police Station,Cloudy,Afternoon,No
Theft,28.608506,77.2889,2022-04-02,17:39,1,Stolen bike,57,Kashmere Gate Police Station,Clear,Evening,No
Fraud,28.573547,76.884118,2023-05-30,19:41,2,Chain snatching,33,Vasant Kunj Police Station,Clear,Evening,No
Fraud,28.895994,77.142389,2021-10-15,10:47,2,Street robbery,40,Connaught Place Police Station,Rain,Morning,No
Murder,28.440955,77.200175,2022-10-30,19:00,3,Street robbery,32,Kashmere Gate Police Station,Cloudy,Evening,No
Harassment,28.846354,77.136764,2024-04-17,01:20,4,Shoplifting,43,Vasant Kunj Police Station,Rain,Night,No
Murder,28.402471,77.05619,2024-11-29,19:40,4,Public intoxication,58,Vasant Kunj Police Station,Rain,Evening,Yes
Harassment,28.512354,76.815014,2021-07-13,16:06,3,Domestic violence,20,Rohini North Police Station,Clear,Afternoon,Yes
Theft,28.400631,76.806476,2020-03-21,10:44,3,Domestic violence,18,Connaught Place Police Station,Clear,Morning,No
Fraud,28.495532,76.922173,2022-11-04,20:25,5,Street robbery,54,Lajpat Nagar Police Station,Haze,Night,Yes
Theft,28.488251,77.240738,2024-09-03,13:32,5,Car theft,45,Connaught Place Police Station,Rain,Afternoon,No
Theft,28.417909,76.877905,2020-05-07,22:35,1,Domestic violence,31,Kashmere Gate Police Station,Haze,Night,No
Murder,28.624889,76.868554,2020-11-15,18:29,2,Domestic violence,50,Vasant Kunj Police Station,Cloudy,Evening,Yes
Theft,28.722291,77.238499,2024-01-01,23:26,2,Shoplifting,53,Kashmere Gate Police Station,Haze,Night,No
Robbery,28.805127,76.843569,2022-05-28,03:10,5,Shoplifting,57,Connaught Place Police Station,Clear,Night,Yes
Harassment,28.668564,76.833462,2022-11-22,03:00,1,Cyber fraud,24,Rohini North Police Station,Fog,Night,No
Theft,28.403658,77.056057,2020-02-25,03:00,2,Public intoxication,59,Rohini North Police Station,Clear,Night,No
Harassment,28.744725,76.805615,2023-06-27,00:33,2,Cyber fraud,38,Rohini North Police Station,Cloudy,Night,Yes
Murder,28.45017,77.089537,2024-08-04,00:34,4,Stolen bike,54,Rohini North Police Station,Cloudy,Night,No
Fraud,28.650113,76.922744,2020-09-07,22:02,4,Domestic violence,33,Rohini North Police Station,Fog,Night,No
Vandalism,28.845494,76.993325,2024-11-20,18:07,4,Stolen bike,33,Lajpat Nagar Police Station,Rain,Evening,Yes
Murder,28.706978,77.065913,2024-09-14,12:39,4,Shoplifting,53,Connaught Place Police Station,Fog,Afternoon,Yes
Theft,28.477776,77.06969,2023-04-29,14:45,1,Chain snatching,45,Dwarka Sector 10 Police Station,Haze,Afternoon,Yes
Robbery,28.774786,77.01215,2023-04-26,12:22,2,Chain snatching,26,Kashmere Gate Police Station,Clear,Afternoon,Yes
Burglary,28.874783,77.050541,2020-08-07,20:02,4,Cyber fraud,60,Vasant Kunj Police Station,Clear,Night,Yes
Burglary,28.649877,76.951276,2024-07-04,11:42,4,Car theft,52,Kashmere Gate Police Station,Haze,Morning,Yes
Murder,28.500049,77.160759,2023-04-27,19:57,4,Cyber fraud,31,Dwarka Sector 10 Police Station,Rain,Evening,Yes
Harassment,28.707639,76.989869,2021-02-07,06:30,4,Cyber fraud,60,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Harassment,28.876675,77.170445,2021-11-05,09:56,1,Domestic violence,19,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Theft,28.60857,76.805267,2021-10-26,21:11,5,Public intoxication,41,Lajpat Nagar Police Station,Cloudy,Night,No
Murder,28.826844,77.125757,2023-12-13,12:56,2,Street robbery,26,Vasant Kunj Police Station,Clear,Afternoon,Yes
Robbery,28.723341,77.232297,2023-07-05,16:48,3,Cyber fraud,48,Dwarka Sector 10 Police Station,Rain,Afternoon,Yes
Robbery,28.828281,76.997554,2020-05-04,00:45,5,Street robbery,52,Vasant Kunj Police Station,Fog,Night,No
Burglary,28.674682,76.943402,2024-01-23,08:37,3,Public intoxication,22,Dwarka Sector 10 Police Station,Clear,Morning,Yes
Robbery,28.86394,76.891471,2023-04-07,09:08,2,Street robbery,30,Vasant Kunj Police Station,Cloudy,Morning,No
Burglary,28.474711,77.236949,2020-11-24,02:09,2,Street robbery,36,Vasant Kunj Police Station,Haze,Night,No
Fraud,28.85882,77.125019,2024-10-09,22:28,4,Chain snatching,55,Connaught Place Police Station,Rain,Night,No
Burglary,28.526504,77.177505,2021-02-15,16:58,5,Public intoxication,32,Dwarka Sector 10 Police Station,Haze,Afternoon,Yes
Theft,28.749179,76.859068,2024-01-19,20:37,4,Stolen bike,53,Vasant Kunj Police Station,Haze,Night,Yes
Assault,28.803758,77.137313,2023-01-08,18:38,5,Domestic violence,30,Connaught Place Police Station,Rain,Evening,Yes
Robbery,28.504679,77.037249,2022-03-25,06:23,2,Car theft,25,Lajpat Nagar Police Station,Cloudy,Morning,Yes
Fraud,28.811965,77.111842,2021-02-04,14:43,2,Cyber fraud,49,Kashmere Gate Police Station,Fog,Afternoon,No
Theft,28.631471,77.250119,2022-07-13,00:16,3,Domestic violence,43,Lajpat Nagar Police Station,Clear,Night,No
Harassment,28.680363,77.167937,2024-09-17,17:23,5,Domestic violence,26,Connaught Place Police Station,Haze,Evening,No
Burglary,28.789432,77.188661,2020-05-21,18:41,3,Car theft,38,Vasant Kunj Police Station,Haze,Evening,No
Murder,28.742419,76.970677,2023-03-16,21:23,1,Cyber fraud,58,Kashmere Gate Police Station,Clear,Night,No
Vandalism,28.598418,77.043795,2020-02-26,03:44,4,Cyber fraud,32,Kashmere Gate Police Station,Fog,Night,No
Murder,28.588245,77.153409,2023-04-21,19:31,5,Public intoxication,47,Connaught Place Police Station,Clear,Evening,No
Harassment,28.711351,77.233105,2024-12-07,11:04,4,Public intoxication,41,Dwarka Sector 10 Police Station,Fog,Morning,No
Vandalism,28.454108,76.922302,2024-05-26,22:50,1,Street robbery,45,Lajpat Nagar Police Station,Rain,Night,Yes
Harassment,28.523113,77.228568,2021-07-06,09:32,1,Domestic violence,52,Dwarka Sector 10 Police Station,Fog,Morning,No
Robbery,28.784168,76.831161,2021-05-29,09:03,1,Chain snatching,44,Connaught Place Police Station,Clear,Morning,No
Murder,28.524112,77.126708,2024-12-26,23:04,5,Street robbery,21,Dwarka Sector 10 Police Station,Rain,Night,Yes
Vandalism,28.671731,77.053564,2023-08-23,12:43,4,Street robbery,21,Rohini North Police Station,Fog,Afternoon,No
Robbery,28.75098,76.834186,2023-09-01,09:25,5,Public intoxication,28,Connaught Place Police Station,Clear,Morning,No
Murder,28.460929,77.146094,2023-06-02,05:05,2,Chain snatching,41,Lajpat Nagar Police Station,Haze,Morning,No
Vandalism,28.838134,77.046019,2023-02-04,15:46,1,Chain snatching,36,Dwarka Sector 10 Police Station,Rain,Afternoon,Yes
Vandalism,28.422619,77.191469,2020-04-03,14:05,2,Shoplifting,26,Rohini North Police Station,Rain,Afternoon,Yes
Harassment,28.468732,77.277279,2022-09-05,09:03,5,Street robbery,46,Connaught Place Police Station,Fog,Morning,No
Theft,28.680592,77.068145,2021-01-15,06:02,1,Cyber fraud,53,Kashmere Gate Police Station,Haze,Morning,No
Fraud,28.892839,77.210559,2022-10-08,21:08,5,Car theft,24,Lajpat Nagar Police Station,Fog,Night,Yes
Theft,28.503083,77.219481,2023-12-06,11:04,4,Shoplifting,54,Kashmere Gate Police Station,Clear,Morning,No
Fraud,28.545496,76.949725,2024-11-14,13:44,3,Stolen bike,30,Vasant Kunj Police Station,Fog,Afternoon,No
Assault,28.704434,77.051827,2022-10-10,11:20,1,Cyber fraud,30,Vasant Kunj Police Station,Haze,Morning,Yes
Fraud,28.831244,77.100825,2023-10-19,01:28,4,Cyber fraud,20,Kashmere Gate Police Station,Cloudy,Night,Yes
Murder,28.622403,77.225267,2022-11-19,18:04,3,Cyber fraud,49,Connaught Place Police Station,Rain,Evening,No
Murder,28.44825,77.245721,2021-07-04,18:50,1,Domestic violence,44,Lajpat Nagar Police Station,Rain,Evening,Yes
Assault,28.681486,77.259106,2020-08-30,21:39,3,Street robbery,57,Kashmere Gate Police Station,Haze,Night,Yes
Burglary,28.671624,77.148387,2021-06-05,11:35,2,Public intoxication,44,Dwarka Sector 10 Police Station,Rain,Morning,No
Vandalism,28.829766,77.113412,2024-10-12,17:11,1,Stolen bike,21,Vasant Kunj Police Station,Clear,Evening,No
Harassment,28.483365,77.228857,2023-08-07,10:13,4,Car theft,46,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Robbery,28.640238,76.872825,2022-02-10,19:55,1,Street robbery,50,Kashmere Gate Police Station,Fog,Evening,No
Murder,28.717376,77.15006,2023-08-07,15:45,1,Chain snatching,27,Kashmere Gate Police Station,Haze,Afternoon,No
Murder,28.823268,77.127118,2024-04-02,10:15,2,Street robbery,46,Rohini North Police Station,Clear,Morning,No
Murder,28.733892,76.888157,2020-02-12,00:38,3,Domestic violence,49,Dwarka Sector 10 Police Station,Haze,Night,No
Burglary,28.786393,76.84235,2022-03-31,03:10,2,Shoplifting,46,Kashmere Gate Police Station,Rain,Night,Yes
Assault,28.894062,77.020694,2022-08-19,03:37,3,Street robbery,41,Vasant Kunj Police Station,Fog,Night,Yes
Murder,28.695956,77.027037,2024-05-16,06:15,2,Car theft,59,Rohini North Police Station,Clear,Morning,No
Vandalism,28.578745,76.848526,2023-06-07,23:40,5,Street robbery,55,Lajpat Nagar Police Station,Cloudy,Night,No
Murder,28.473383,77.11044,2021-09-27,19:25,5,Chain snatching,54,Dwarka Sector 10 Police Station,Rain,Evening,Yes
Robbery,28.680596,77.057371,2024-11-11,00:38,3,Public intoxication,25,Rohini North Police Station,Cloudy,Night,Yes
Vandalism,28.589521,76.875287,2022-10-30,15:54,4,Cyber fraud,21,Rohini North Police Station,Rain,Afternoon,No
Burglary,28.775134,76.868443,2022-02-21,02:48,4,Shoplifting,52,Dwarka Sector 10 Police Station,Fog,Night,No
Vandalism,28.772085,77.001852,2024-09-26,16:04,5,Shoplifting,51,Lajpat Nagar Police Station,Fog,Afternoon,No
Burglary,28.601492,76.929972,2022-04-08,07:27,2,Shoplifting,43,Dwarka Sector 10 Police Station,Rain,Morning,Yes
Murder,28.635856,77.074926,2020-09-07,00:45,1,Stolen bike,42,Lajpat Nagar Police Station,Fog,Night,No
Burglary,28.506931,76.985985,2022-10-24,13:15,1,Street robbery,45,Vasant Kunj Police Station,Haze,Afternoon,Yes
Fraud,28.88799,76.891217,2024-08-18,18:27,2,Shoplifting,60,Connaught Place Police Station,Cloudy,Evening,No
Murder,28.652242,76.947933,2023-02-22,04:32,5,Cyber fraud,37,Lajpat Nagar Police Station,Fog,Night,No
Burglary,28.793397,77.24412,2021-09-14,07:13,1,Shoplifting,25,Lajpat Nagar Police Station,Fog,Morning,Yes
Assault,28.897913,77.010854,2021-10-09,14:38,3,Public intoxication,50,Vasant Kunj Police Station,Rain,Afternoon,No
Vandalism,28.847446,77.032564,2024-02-13,18:32,4,Domestic violence,59,Kashmere Gate Police Station,Fog,Evening,Yes
Robbery,28.712584,77.016584,2021-08-16,13:30,5,Domestic violence,42,Connaught Place Police Station,Haze,Afternoon,Yes
Assault,28.676457,76.854391,2023-04-16,18:29,3,Chain snatching,50,Connaught Place Police Station,Rain,Evening,No
Harassment,28.447254,77.265557,2021-04-12,11:06,4,Chain snatching,40,Rohini North Police Station,Rain,Morning,Yes
Burglary,28.406247,77.01058,2023-07-16,19:46,5,Domestic violence,39,Rohini North Police Station,Rain,Evening,Yes
Burglary,28.418021,77.068296,2023-01-23,04:53,2,Car theft,36,Dwarka Sector 10 Police Station,Rain,Night,Yes
Harassment,28.578443,76.985954,2022-12-29,11:47,5,Public intoxication,45,Kashmere Gate Police Station,Clear,Morning,Yes
Vandalism,28.846604,76.919563,2024-06-05,22:26,1,Domestic violence,59,Connaught Place Police Station,Rain,Night,No
Vandalism,28.416629,76.989387,2023-04-18,19:32,4,Stolen bike,27,Dwarka Sector 10 Police Station,Haze,Evening,No
Vandalism,28.756994,77.255996,2020-01-27,14:58,1,Street robbery,35,Dwarka Sector 10 Police Station,Clear,Afternoon,Yes
Robbery,28.650999,77.193422,2020-04-04,15:14,3,Cyber fraud,20,Connaught Place Police Station,Clear,Afternoon,Yes
Assault,28.454321,76.817249,2024-05-21,16:55,3,Public intoxication,57,Rohini North Police Station,Clear,Afternoon,No
